ID,Tipo,TextUser,Timer,Txtimer
10,C/I,"Fuerza: Soy una chica sincera, motivada y trabajadora con una actitud positiva hacia mi carrera y mi vida. Debilidad:I Me pongo nervioso cuando hablo con extraños al mismo tiempo que trato de superar mi debilidad.",0:0,0:0
10,C/I,"Mi fuerza es la confianza en mí mismo. Mi debilidad es el exceso de confianza en mí mismo. En algunas ocasiones, me creo a mí mismo más que nadie.",0:0,0:0
7,S/I,"Mi fortaleza es que soy adicto al trabajo, siempre trato de facilitar el trabajo a mi equipo, soy un buen observador. Mi debilidad es que no puedo soportar si alguien intenta decepcionarme. Pero ahora convierto esa debilidad en mi fuerza.",0:0,0:0
5,I/C,Mis puntos fuertes: Dispuesto a trabajar en cualquier situación para ver nuestra empresa en un reputado. Mi debilidad: Creer a todos ciegamente.,0:0,0:0
10,C/I,Mi fortaleza es que soy una persona inteligente y adicta al trabajo y constantemente lista para asumir desafíos. Mi debilidad es mi ego.,0:0,0:0
10,C/I,"Fuerza: I Soy una chica honesta, motivada, segura de sí misma y trabajadora con una actitud positiva hacia mi carrera y mi vida. Debilidad:I Soy directo, pensando demasiado y no puedo decir que no cuando alguien pide ayuda.",0:0,0:0
8,S/C,"Debilidad: mi fortaleza es que me creo a mí mismo, ayudando a otras personas y pensamiento positivo, confianza, paciencia Ian también aprende rápido. Debilidad: mi debilidad es que confío en que las personas piensen ciegamente en la naturaleza directa.",0:0,0:0
10,C/I,Mi fortaleza es el pensamiento positivo y el gran interés por conocer las nuevas tecnologías. Mi debilidad son mis pobres habilidades de comunicación en inglés.,0:0,0:0
7,S/I,Fuerza: Puedo mezclarme fácilmente con todos y fácilmente ajustable en cualquier lugar nuevo. Debilidad: No puedo soportar si alguien intenta decepcionarme.,0:0,0:0
13,IS/DC,"Mis fortalezas son garantizar que se logre un objetivo a toda costa, dar lo mejor de mí en cada jurisdicción laboral, aprender rápido y aplicar la nueva habilidad aprendida. Mi debilidad es agresiva con las personas que ignoran hacer las cosas correctas a pesar de saber qué hacer como resultado de una actitud indiferente. Mi debilidad ayuda a llevar a la gente a trabajar al final del día.",0:0,0:0
6,S/D,"Mi fuerza: siempre acepto nuevos desafíos en mi vida con una actitud positiva. Mi debilidad: me pongo nervioso fácilmente, estropea todo el plan y la preparación.",0:0,0:0
2,D/C,"Señor, mis puntos fuertes son que aprendo rápido y tengo una buena habilidad de gestión del tiempo y soy puntual del tiempo. Tengo algunas debilidades, pero continuamente trato de convertirlas en mis fortalezas.",0:0,0:0
12,DC/IS,Mi fortaleza es ser un buen trabajador y pensamiento positivo y sobre todo mi padre es mi fortaleza. Mi debilidad es temer en algunas situaciones y demasiado sensible y soy una persona sentimental.,0:0,0:0
5,I/C,"Soy un profesional trabajador y tengo un gran interés por aprender cosas nuevas y trabajar con nuevas tecnologías. Soy un belter amarillo, conozco las herramientas de 7QC que utilicé para resolver las causas de avería y el problema relacionado con la calidad.",0:0,0:0
10,C/I,"Mis puntos fuertes son que soy un aprendiz entusiasta, trabajador y una buena capacidad de comprensión de las nuevas tecnologías. Tengo buenas habilidades de comunicación, gestión y liderazgo. Tener una mente tranquila en cualquier situación y mantener la paciencia son una de las habilidades más fuertes en mí. Mi naturaleza de ayuda es mi debilidad. En realidad, es una buena cualidad, pero a veces crea problemas menores en mi camino.",0:0,0:0
7,S/I,"Mi fortaleza es que soy un trabajador duro, de rápido aprendizaje, nunca te rindas. Mi debilidad es que si no cumplí mi objetivo y ese trabajo que me dan, entonces no iré a mi casa cada vez que complete mi objetivo, esta es mi responsabilidad.",0:0,0:0
10,C/I,"Mis puntos fuertes son la honestidad, el pensamiento positivo y el trabajo duro, así como el trabajo inteligente. Mi debilidad es que soy una persona muy emocional y confío ciegamente en la gente.",0:0,0:0
10,C/I,Mi fuerza es que soy muy flexible. Puedo manejar cualquier problema y encontraré la mejor solución para los problemas. Mi debilidad es que todavía estoy mejorando mis habilidades de comunicación porque es necesario para mi futura carrera.,0:0,0:0
10,C/I,"Mi fuerza es que soy un trabajador inteligente y duro. Soy una persona positiva. Siempre piensa en positivo. Soy amigable por naturaleza. También trabajar en grupo. Mi debilidad es que estoy concentrado sólo una cosa a la vez. Soy perezoso, pero durante el trabajo soy enérgico.",0:0,0:0
2,D/C,"Mis fortalezas son que aprendo rápido, trabajador inteligente, persona dedicada. Mi debilidad sigue siendo que estoy mejorando mi habilidad de comunicación porque hay necesidad de mejorar.",0:0,0:0
12,DC/IS,"Mi fortaleza es que soy una persona automotivada y positiva, puedo aprender cosas nuevas fácilmente. Mi debilidad es que no soy puntual pero estoy mejorando este hábito.",0:0,0:0
10,C/I,"Fortalezas:I pensar que creer en mí mismo es una cualidad importante en la mía. Puedo mezclarme fácilmente con todos. Debilidad: Pensamiento excesivo y directo. A veces, me tomaré un poco de tiempo para resolver los problemas.",0:0,0:0
7,S/I,"Mis puntos fuertes son que soy una persona motivada y puedo aprender cosas nuevas. Mi debilidad es que competiría con alguien mejor que yo. Entonces, comenzaría a mejorar mis habilidades y si va bien me volvería mejor que él, incluso si fallo, puedo comenzar a mejorarme nuevamente.",0:0,0:0
10,C/I,"Señor, mi fortaleza es que soy seguro de mí mismo y de buenos modales, quiero completar mi trabajo a tiempo. Mi debilidad es que estoy pensando demasiado en algunas situaciones que mi mente no está aceptando.",0:0,0:0
13,IS/DC,La fuerza es que estoy acostumbrado a mezclarme con todos y actuar de acuerdo y coordinación con el equipo porque soy un capitán del equipo. La debilidad es que creo en todo lo que hace mal para mí también que es lo negativo.,0:0,0:0
7,S/I,"Señor, soy una persona muy trabajadora, puntual y leal a mi trabajo. Señor, no puedo decir que no si alguien me pide ayuda. Creo; Esa es mi debilidad.",0:0,0:0
6,S/D,"Mi fortaleza es que tengo excelentes habilidades analíticas. Soy una persona organizada y debido a eso, puedo terminar toda la tarea que se me ha dado a tiempo. Puedo manejar a personas difíciles y usé mi encanto tratando con ellos. Mi debilidad es que cuando alguien me molesta, me enojo de repente.",0:0,0:0
4,I/S,"Señor/Mamá.Mis puntos fuertes son trabajadores, adaptables y flexibles para cualquier entorno. Mi debilidad es que puedo confiar en cualquier persona fácilmente.",0:0,0:0
0,D/I,"Mi fuerza es trabajar bajo presión, automotivación, creo en la honestidad y el pensador positivo.",0:0,0:0
10,C/I,"Mi fortaleza es que soy trabajador, bondadoso y puntual y mi debilidad es que me gusta completar el trabajo a tiempo.",0:0,0:0
10,C/I,"Mi mayor fortaleza es que soy muy cooperativo. Abordo la mayoría de las situaciones manteniendo la calma. Mi debilidad es que en algunas situaciones, me vuelvo emocional en algún momento, eso no es bueno para mi carrera profesional. Debería manejar esas situaciones con más profesionalismo.",0:0,0:0
0,D/I,"Mi fortaleza es que siempre me gusta mi trabajo, automotivado, aprendizaje rápido y mi confianza. Mi debilidad es que no me gusta interferir en mi trabajo. Y creo que todo el mundo es fácil.",0:0,0:0
10,C/I,"Mis puntos fuertes son-: No puedo estar cómodo hasta que complete mi trabajo / tarea, Automotivado, Aprendiz rápido y Positivo Thinking.My debilidades son-: No puedo decir que no cuando alguien pide ayuda.",0:0,0:0
10,C/I,Mi fuerza es solo mi confianza en mí mismo. Y hago todo por eso. Y mi debilidad es que a veces me tomo un poco más de tiempo para resolver problemas.,0:0,0:0
10,C/I,"Fortalezas: Automotivado, dedicado, puntual, rápido aprendizaje. Debilidad: Me enojo solo cuando hay un retraso en el trabajo.",0:0,0:0
9,C/D,"Mi fortaleza es la adaptabilidad, la habilidad de las personas, la capacidad de trabajar de forma independiente, honesta y automotivada. La debilidad es impaciencia, confiar en nuevas personas rápidamente y tomar decisiones basadas en las emociones.",0:0,0:0
4,I/S,Mi fortaleza es que aprendo rápido. Tengo cualidades de liderazgo. Puedo mezclarme fácilmente con los demás. Soy una persona muy guay. Mi debilidad como mucho.,0:0,0:0
13,IS/DC,"Mi fuerza es la habilidad de comunicación, la mentalidad motivada y de ayuda. Mi debilidad es mi familia.",0:0,0:0
7,S/I,"Mi fortaleza es que nunca dudaré en preguntar sobre las cosas si no lo sé. Incluso si él / ella es mi junior o senior, no importa. Solo quiero saber cosas.",0:0,0:0
12,DC/IS,Mi fuerza es mi trabajo duro. Mi debilidad es que no puedo tolerar ninguna indulgencia en mi trabajo.,0:0,0:0
7,S/I,"Mis puntos fuertes son la capacidad de trabajar bajo presión, automotivado, creer en la honestidad y pensar positivamente. Mi debilidad es que no puedo decir ni si alguien pide ayuda.",0:0,0:0
10,C/I,"Mis puntos fuertes son la honestidad, el pensamiento positivo y el trabajo duro, así como el trabajo inteligente. Mi debilidad es que soy una persona muy emocional y confío ciegamente en la gente.",0:0,0:0
7,S/I,"Mis puntos fuertes son la actitud positiva, la automotivación y también aprendo rápido. Mi debilidad es la pereza porque si no estoy interesado en algún trabajo no parece que esté trabajando en ello.",0:0,0:0
10,C/I,"Mis fortalezas: pensamiento positivo, confianza, paciencia y hacer felices a los demás. Mi debilidad - mis habilidades de comunicación (pero estoy tratando de mejorar mis habilidades de comunicación).",0:0,0:0
4,I/S,"Mi fortaleza es que me creo a mí mismo, ayudando a otras personas que me gusta a trabajar con un nuevo entorno que trato fácilmente con el cliente. Mi debilidad es que soy una persona muy emocional.",0:0,0:0
10,C/I,"Mis fortalezas son el pensador positivo, la confianza, hacer felices a los demás. Mi debilidad es que confío en la gente ciegamente, pensando demasiado, en la naturaleza directa.",0:0,0:0
4,I/S,"Fuerza: Soy respetuosa, cualquiera confía en mí en la mirada fácil, honesta, pensadora positiva, colaborativa. Debilidad: Soy emocional, miedo escénico, no puedo entender oppo. Prsn, mal genio, naturaleza directa.",0:0,0:0
0,D/I,"Fuerza: Soy automotivado, me apasiona mi trabajo, pensador positivo, actitud positiva hacia todos. Debilidad: Confío ciegamente en la gente, tengo mal genio.",0:0,0:0
10,C/I,"Fuerza: Mis fortalezas son automotivado, de rápido aprendizaje, actitud positiva y trabajo duro. Debilidad: Mi mayor debilidad es que nunca dije a alguien que me pidió ayuda y otra es que confío en alguien muy fácilmente.",0:0,0:0
9,C/D,Mi fuerza es la positividad y la naturaleza responsable. La debilidad es que tengo mucho miedo.,0:0,0:0
0,D/I,"Mi fortaleza es aprender rápido y aceptar nuevos desafíos. Mi debilidad es confiar fácilmente en otras personas. Pero ahora estoy mejorando a partir de eso. Primero, hago amigos y después de algunos días juzgaré y luego confiaré.",0:0,0:0
5,I/C,Mi fortaleza es que soy una persona motivada y tengo una actitud positiva. Mi debilidad es que confío fácilmente en las personas.,0:0,0:0
5,I/C,"Soy una persona honesta y trabajadora, estas son mis fortalezas y soy más habladora y confío fácilmente en los demás, estas son mis debilidades.",0:0,0:0
10,C/I,Mi fuerza es que puedo trabajar fácilmente en cualquier entorno. Mi semana es que soy una persona emocional y no puedo confiar fácilmente en alguien.,0:0,0:0
5,I/C,Mi fuerza-confianza y trabajador. Mis debilidades: confío fácilmente en los demás.,0:0,0:0
10,C/I,"Fortalezas: Mi mayor fortaleza es que tengo la capacidad de hacer el trabajo con perfección y también con plena confianza. También tengo gestión del tiempo. Una habilidad que crea un alto nivel de confianza en mí. Debilidad: Mi mayor debilidad es que me gusta mi trabajo perfectamente, pero a veces pasé demasiado tiempo para revisarlo y también tengo una naturaleza más habladora a veces, lo cual no es bueno.",0:0,0:0
4,I/S,Mi fortaleza es mi capacidad de asimilación fácil y comunicarme libremente con las personas que también trabajan duro para resolver problemas y siempre ven un lado positivo en cada desafío. Mi debilidad es el perfeccionismo (ya que a veces se vuelve agotador y difícil de complacer).,0:0,0:0
13,IS/DC,"Mi fuerza es mi conocimiento, habilidades, actitud y también mis pensamientos positivos. Mi debilidad es mi poder que uso de manera incorrecta que no ha sido mejor para mí.",0:0,0:0
5,I/C,Mis fortalezas es que aprendo rápido y enfrento cualquier problema y situación. Soy muy trabajadora y trabajadora en equipo.,0:0,0:0
13,IS/DC,"La fuerza es querer trabajar duro, como resolver problemas. La debilidad es que no puedo decir que no fácilmente a nadie, y estoy tratando de superarla.",0:0,0:0
4,I/S,"Mi fuerza es la disciplina, la actitud positiva, el pensamiento siempre positivo, la confianza y el trabajo duro. Mi debilidad es confiar en la gente fácilmente y hago felices a todos.",0:0,0:0
6,S/D,Fuerza actitud positiva y un aprendiz rápido. La debilidad es que soy una chica emocional y no buena en inglés.,0:0,0:0
10,C/I,"Mi fortaleza es que me tomo el trabajo muy en serio Y soy bueno Communicator.My debilidades, confié en la gente fácilmente Quiero hacer felices a todos.",0:0,0:0
13,IS/DC,"Las fortalezas que siento soy un trabajador duro debido a que solo obtuve primera clase en 2nd PUC soy un aprendiz rápido, luego soy honesto, soy independiente.estoy abierto a aprender cosas nuevas de un lugar nuevo persona, entonces soy adaptable debido a eso puedo adaptar fácilmente cualquier lugar cualquier entorno con cualquier persona que pueda manejar mi estrés,  Tengo mucha paciencia y soy muy trabajadora, no muestro mi debilidad a nadie.",0:0,0:0
1,D/S,"Mi punto más fuerte es que puedo aprender de mi atmósfera, y mi punto débil es que creo en las personas tan fácilmente.",0:0,0:0
2,D/C,Mis puntos fuertes son el trabajo duro y el aprendizaje rápido. Mi debilidad es que confío fácilmente y tengo pérdida de memoria a corto plazo.,0:0,0:0
4,I/S,Mis puntos fuertes son el trabajo duro y el aprendizaje rápido. Mi debilidad es que confío fácilmente.,0:0,0:0
9,C/D,"Fortalezas, puntual, cooperativo, trabajador, seguidor de la verdad. La debilidad usa demasiado el móvil, la curiosidad, pensar más en el futuro.",0:0,0:0
7,S/I,Mi fuerza es que hago mi mejor esfuerzo en cada trabajo con una mente positiva. Mi debilidad es pensar demasiado.,0:0,0:0
10,C/I,"Creo que mi debilidad es el hecho de que no soy bueno para hablar mucho con la gente, al mismo tiempo confío en la gente con demasiada facilidad. Mis puntos fuertes serían, me gustaría aprender cosas nuevas y soy un aprendiz rápido.",0:0,0:0
10,C/I,"Mis debilidades son que me siento tímido para hablar con nuevas personas, pero estoy tratando de superarlo. Mis puntos fuertes son que me apasiona aprender cosas nuevas y creo una oportunidad para implementarlas.",0:0,0:0
12,DC/IS,"Mi fuerza son mis diez habilidades para la vida que me empoderan a gran escala.1. Habilidad de comunicación. 2. Habilidad lógica. 3. Habilidad analítica. 4. Habilidad para resolver problemas en la vida humana y el aspecto técnico de la vida. 5. Calidad de liderazgo. 6. Trabajo en equipo. 7. Capacidad de agarre.8. Iniciador y Pasionista sobre el trabajo. 9. Creatividad. 10. Aprende rápido. Mi debilidad es que soy muy sensible, por lo que no puedo manejar mi emoción y tengo una naturaleza directa debido a que a veces enfrento dificultades.",0:0,0:0
4,I/S,"Mis fortalezas son que aprendo rápido, tengo calidad de liderazgo, puedo administrar el equipo muy bien y soy automotivador, así como motivo todo mi entorno, por lo que es bueno para mi equipo y compañeros de trabajo. Mi debilidad es que no puedo confiar en la gente fácilmente, es una especie de debilidad porque como la confianza del equipo es una política importante, la superaré antes y convertiré mi debilidad en una parte de fortaleza. Gracias.",0:0,0:0
7,S/I,"Mis puntos fuertes son que soy una persona genial y por lo general veo cada dificultad con un lado positivo. Soy automotivado, trabajador y bien comprensible. Mi debilidad es que si alguien me molesta de mi trabajo sin ninguna razón adecuada, me enojo con ellos.",0:0,0:0
10,C/I,Fuerza: Soy una persona automotivada y tranquila. Debilidad: A veces siento justo cualquier situación crítica.,0:0,0:0
8,S/C,Mi fuerza es mi sonrisa. Todavía no he encontrado Mi debilidad.,0:0,0:0
12,DC/IS,"Fortalezas: Básicamente, soy una persona motivada. Honestamente digo que puedo trabajar incluso bajo presión. Debilidad: Normalmente acepto mis errores, pero soy sensible a las palabras utilizadas para criticarme a mí y a mi trabajo. ",0:0,0:0
11,C/S,"Señor, soy honesto y muy leal a todos, y puedo sobrevivir en todos los entornos. En realidad, no tengo ninguna debilidad.",0:0,0:0
8,S/C,"Soy una persona honesta. Además, estoy motivado, lo que me ayudará a trabajar bajo presión. Como un fresco Tener celo por aprender cosas nuevas definitivamente me dará la oportunidad de actualizarme. Al llegar a la debilidad, estaba un poco emocional, lo cual estoy superando ahora pensando en el lado positivo de la situación. Espero convertir gradualmente mi debilidad en mi fuerza.",0:0,0:0
6,S/D,"Mi fortaleza es que soy una chica honesta, motivada y con una actitud positiva hacia mi carrera y soy flexible para hacer cualquier cosa y adaptarme a cualquier tipo de entorno. Mi debilidad es que soy una chica muy emocional. Y la naturaleza directa también. Porque en algún momento alguien se lastima, ¿qué puedo decir al respecto? Así que esta es mi debilidad.",0:0,0:0
4,I/S,Mis puntos fuertes son que soy una persona trabajadora y honesta. Mi debilidad es que a veces olvido mi comida cuando estaba trabajando.,0:0,0:0
7,S/I,"Mis puntos fuertes son: puedo motivar a las personas que me rodean y hacer que empujen hacia su objetivo. Siempre soy positivo en cualquier situación que enfrento. Tengo confianza en mí de que puedo hacer cualquier cosa que crea. Mis debilidades: Soy emocionalmente sensible, sin embargo, puedo superar muchas de las situaciones difíciles.",0:0,0:0
11,C/S,Mi fuerza es mi confianza en mí mismo y mi pensamiento positivo. No tengo ninguna debilidad.,0:0,0:0
2,D/C,"Creo que mi mayor fortaleza es que soy una persona incansable y aprendible. Cuando falle, intentaré más y más y haré lo mejor hasta lograr mi objetivo. Y también soy un buen aprendiz, así como un maestro. Y mi punto débil es tender a ser demasiado crítico conmigo mismo. Cada vez que completo un proyecto, no puedo evitar sentir que podría haber hecho más, incluso si mi trabajo hubiera recibido una respuesta positiva.",0:0,0:0
13,IS/DC,"Mi fuerza es mi fuerza de voluntad, mi autodeterminación. Y mi debilidad es que nunca le digo que no a nadie cuando me pide ayuda.",0:0,0:0
13,IS/DC,Mis puntos fuertes: ayudar a alguien. Mi debilidad es la naturaleza directa.,0:0,0:0
4,I/S,"Mis puntos fuertes son que soy honesto, trabajador, mi actitud positiva. Mi debilidad es que confío en la gente fácilmente, pero supero esta debilidad.",0:0,0:0
11,C/S,"En lo que respecta a mis fuerzas, soy trabajador, adaptable, optimista hacia mi objetivo y Pensador Positivo. Solía meditar a diario, me ayuda a pensar en positivo en cualquier situación.",0:0,0:0
7,S/I,"Mis puntos fuertes: ayudar a alguien, trabajar duro. Mi debilidad es el miedo escénico si alguien dice mentiras sobre mí.",0:0,0:0
4,I/S,"Mis puntos fuertes son que aprendo rápido, tengo calidad de liderazgo, puedo trabajar en equipo muy bien y no juzgo a las personas rápidamente, esto me hace más tranquilo y positivo. Mi debilidad es que confío fácilmente.",0:0,0:0
6,S/D,Mis puntos fuertes son mi actitud positiva y estoy motivado. Mi debilidad es que en mí confiamos en mí en breve.,0:0,0:0
11,C/S,"Soy adaptable, de rápido aprendizaje, automotivado, jugador de equipo y honesto. Mi debilidad es que de repente me irrito cuando otros no me escuchan.",0:0,0:0
4,I/S,Mi fuerza es no cansarme hasta que termine mi trabajo. Mi debilidad es creerle fácilmente a alguien.,0:0,0:0
10,C/I,Mi fuerza es no cansarse hasta que mi trabajo esté hecho. No tengo ninguna debilidad.,0:0,0:0
4,I/S,"Mis puntos fuertes son amar un desafío difícil, amar hacer una contribución al proyecto / equipo, trabajar duro. Mi debilidad es que no me gusta distraerme mientras resuelvo un problema que podría regañar a la gente por ser molestada.",0:0,0:0
10,C/I,Fuerza: 1) Siempre estoy ansioso por aprender cosas nuevas.2) Soy un buen administrador del tiempo. Debilidad.1) Tengo mal genio cuando alguien dice una mentira.,0:0,0:0
12,DC/IS,Mis puntos fuertes son el trabajo duro. Mi debilidad es el miedo.,0:0,0:0
4,I/S,"Mi fuerza es el pensamiento positivo, la paciencia. Mi debilidad es creer fácilmente a alguien.",0:0,0:0
4,I/S,"Mi fuerza está dispuesta a aprender un pensamiento nuevo, trabajador y positivo. Mi debilidad es que no puedo decir que no, fácilmente confié en alguien.",0:0,0:0
2,D/C,"Aprendo rápido, en los últimos tres años aprendo tres nuevas tecnologías e idiomas. Soy bueno en habilidades de comunicación, ya que a la gente le gustan mis interacciones, me aplauden. Si hablo de mi debilidad, entonces tengo un poco de procrastinación del trabajo, pero estoy trabajando en ello ahora que también he organizado mi calendario, aparte de esto, uso el estándar para recordarme mi trabajo.",0:0,0:0
10,C/I,"Mi fuerza es la disciplina, la actitud positiva, la confianza y el trabajo duro. Mi debilidad es que las personas de confianza sean fácilmente Quiero hacer felices a todos.",0:0,0:0
5,I/C,Mis fortalezas son que siempre estoy trabajando con actitud positiva y también soy persistente en el trabajo. Mi debilidad es que soy impaciente y muy sensible.,0:0,0:0
0,D/I,Fuerza: pensamiento positivo. Pensamiento creativo. Fácil de entender. Identificación de problemas. La presión de debilidad en el trabajo significa que ocurrió algún problema.,0:0,0:0
11,C/S,Fuerza: Mi confianza en mí mismo y actitud positiva y belleza en mi personalidad. Debilidades: Soy un poco sensible que es fácil de corazón. Pero habitualmente me había controlado en muchas situaciones que enfrentaba.,0:0,0:0
5,I/C,"Mis puntos fuertes son que soy una persona honesta, motivada y trabajadora con una actitud positiva hacia mi carrera y mi vida y soy flexible para adoptar cualquier tipo de entorno. Cuando llego a mis Weeknesses soy un foodie y un poco infantil en mis mejores amigas, pero estoy tratando de superarlo.",0:0,0:0
1,D/S,"Mamá, mi mayor fortaleza es mi familia que me apoya en cada situación y siendo positiva, pensando dos veces antes de hacer nada, automotivada. Y mamá llegando a mis debilidades, pensando demasiado en un tema y luego, para superar el pensamiento excesivo, escucho música, me siento en la naturaleza.",0:0,0:0
8,S/C,Mi fuerza es nunca romper por los fracasos y recuperarme con nueva energía. Mi debilidad es mi curiosidad que me lleva a cosas diferentes y así pierdo efectividad.,0:0,0:0
4,I/S,Mi fuerza es fácilmente adoptada por cualquier entorno. Mi debilidad es el miedo escénico.,0:0,0:0
10,C/I,"Mi fortaleza es que me vuelvo más eficiente bajo presión y tiendo a no posponer las cosas. En cuanto a mi debilidad, tengo una mente nublada que se distrae con demasiada facilidad.",0:0,0:0
8,S/C,"Bueno, en lo que respecta a mis fortalezas, soy flexible, de rápido aprendizaje, adaptable y trabajadora. Al llegar a mis debilidades, me encuentro concentrado en una cosa a la vez y también considero que mis debilidades son mis fortalezas.",0:0,0:0
7,S/I,"En lo que respecta a mis fortalezas, aprendo rápido, adaptable, altamente flexible, optimista hacia mis objetivos y un gran trabajador. Todo el mundo tiene debilidad y mi debilidad es que no puedo decir mentira en la cara y no puedo decir que no si alguien me pide ayuda.",0:0,0:0
4,I/S,Mi fuerza es mi creencia con mente reflexiva. Mi debilidad es que cuando me enojo no puedo controlar mis acciones.,0:0,0:0
5,I/C,"Mi fuerza es trabajadora, paciente, confiable, cortés, automotivada, honesta, compasiva con mi trabajo y las personas a las que sirvo. Mi debilidad es el miedo de mi hija a no poder mantenerla de la manera que una madre debería, cuidar profundamente a los demás y amar fácilmente.",0:0,0:0
6,S/D,"Sé cómo completar la tarea en un tiempo específico, es decir, la gestión del tiempo, también creo en la meditación y el pranayam, lo que me ayuda a mantener mi mente libre de estrés y positiva en situaciones difíciles, lo que creo que es muy esencial en la vida corporativa. Mi debilidad es que soy foody.",0:0,0:0
4,I/S,Mi fuerza es el pensamiento positivo. Mi debilidad es que no puedo controlar mi ira.,0:0,0:0
10,C/I,"Mi fuerza es la mente positiva y soy fácil de interactuar con los demás. Luego, llegando a mi debilidad, no puedo decir que no a mi gente querida y de repente me enojo y me emociono.",0:0,0:0
10,C/I,Mis fortalezas son que soy muy trabajador y aprendo rápido y mi debilidad es que no puedo controlar mi ira.,0:0,0:0
4,I/S,Mi objetivo a corto plazo es conseguir un trabajo en una empresa de renombre como la suya. Donde puedo utilizar mis habilidades y mejorar mi trayectoria profesional. Mi objetivo a largo plazo es ser una posición respetable en esa organización.,0:0,0:0
4,I/S,"Mi fuerza es aprender rápido y trabajar duro honestamente en la empresa. Mis debilidades son que soy muy sensible, puedo confiar fácilmente en la gente. Gracias señor / señora.",0:0,0:0
2,D/C,"Fuerza: curioso, tranquilo, de rápido aprendizaje, y siempre buscando feedback y crítica constructiva. Debilidad: Procrastinación pero me hizo sentir cómodo con plazos cortos, mi productividad depende del clima que me gusta o no me gusta la tarea en cuestión.",0:0,0:0
7,S/I,"Mi fuerza es mi mentalidad, mi poder voluntario, el amor y las bendiciones de los padres, no hay nada que uno no pueda lograr si realmente pone esfuerzo en ello, incluso la administración del tiempo también es muy crucial y lo he hecho muchas veces. Mi debilidad es el amor y la falta de vocabulario de inglés superior, y en algún momento falta de palabras, de lo contrario tengo mucha confianza y puedo manejar personas de diferentes niveles.",0:0,0:0
10,C/I,"Mi fuerza es que soy de mente fría y +ve en cualquier situación. Mi debilidad es que puedo hacer una cosa a la vez, pero estoy tratando de mejorarla.",0:0,0:0
4,I/S,Mi fuerza es mi paciencia y trabajo duro. Mi debilidad es confiar fácilmente en la gente. Y pierdo mi confianza en algunos casos.,0:0,0:0
4,I/S,"La fuerza se trabaja fácilmente en cualquier entorno. La debilidad no es atrevimiento escénico, como trabajar entre bastidores.",0:0,0:0
6,S/D,"Mi punto fuerte es la flexibilidad, el enfoque, el amor, cambiar mi estilo en eso por favor y poco honesto. Debilidad amor y fácilmente no aceptar.",0:0,0:0
9,C/D,"Siempre me gusta hacer el trabajo bajo presión, en ese momento haré cualquier trabajo duro.",0:0,0:0
10,C/I,Llegando a mis fortalezas y debilidades:Fortalezas:I puede adoptar cualquier tipo de ambiente de trabajo. Mantengo la puntualidad horaria en las oficinas. Pondré 100% de precisión en el trabajo. Mi principal debilidad es que no puedo decir que no cuando alguien pide ayuda.,0:0,0:0
2,D/C,"Mis puntos fuertes son: orientado a la tarea, poseer un temperamento tranquilo, buen oyente y buen comunicador observando el respeto por la confidencialidad. Mis debilidades son que tiendo a la microgestión, multitarea que a veces puede interferir con la gestión adecuada de mi tiempo.",0:0,0:0
10,C/I,"Mi fuerza es que soy extrovertida por naturaleza, soy trabajadora y puntual hacia mi trabajo. Mi debilidad; Soy un poco perezoso en el que no estoy interesado.",0:0,0:0
2,D/C,"Soy una persona trabajadora, de rápido aprendizaje. Mi debilidad No quiero trabajar duro si me siento injusto entre el personal. Menos en autocontrol. Ahora estoy trabajando en ello para mejorar en el próximo año.",0:0,0:0
5,I/C,Mis puntos fuertes son que me comunico fácilmente entre mí y soy trabajador y puntual y aprendo cualquier cosa fácilmente.,0:0,0:0
10,C/I,"Mi mayor fortaleza lo que creo es que principalmente enfocados en la solución de cualquier problema de esa manera aprendimos cosas nuevas y de la manera alternativa entonces puedo adaptarme al entorno de trabajo y aprender rápidamente sobre cosas nuevas. Mi área de mejora son mis habilidades de comunicación y tipo introvertido. Creo que es porque no obtuve experiencia trabajando en el gran equipo, espero que este trabajo me brinde la oportunidad de mejorar mi debilidad y crear una red sólida.",0:0,0:0
6,S/D,"Mis puntos fuertes son el trabajo duro, honesto, disciplinado, puntual. Mi debilidad es el mal genio. Pero ahora estoy trabajando en ello para controlar.",0:0,0:0
12,DC/IS,Mi fortaleza es que soy una persona positiva y puedo asumir desafíos. Mi debilidad es mi sentido de urgencia para completar los proyectos antes de que los plazos a veces perturban mi sueño.,0:0,0:0
6,S/D,"Mis principales fortalezas son que tengo buenas cualidades de liderazgo, ya que soy una persona deportiva y también capitán del equipo, tengo que mantenerlos unidos.2) Puedo adaptarme fácilmente bajo cualquier circunstancia y listo para aprender nuevas habilidades.3) Tengo una actitud optimista y habilidades para tomar decisiones.4) buenas habilidades de comunicación.5) El espíritu del tranvía es la clave esencial que tengo. Aparte de esto, tengo una debilidad, no puedo confiar en las personas fácilmente, lo que me hace menos para delegar el poder de toma de decisiones a otros subordinados. Lo que me hace parecer un empleador mandón.",0:0,0:0
10,C/I,"Mi fortaleza es la autodisciplina, la actitud positiva, el aprendizaje rápido y el trabajo duro. Mi debilidad es sólo mi fuerza.",0:0,0:0
5,I/C,Mi punto más fuerte es que puedo aprender sobre cualquier situación de mi atmósfera. Y mi punto débil es que creo en las personas tan fácilmente.,0:0,0:0
